Table 8,,,,,,,,,,,
Offenses Known to Law Enforcement,,,,,,,,,,,
"by State by City, 2019",,,,,,,,,,,
State,City,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson2
,Lyons,16,1,3,6,6,99,8,83,8,2
,Machesney Park,56,2,11,2,41,418,52,350,16,0
,Mackinaw,3,0,0,0,3,43,22,20,1,0
,Macomb,59,0,10,4,45,252,42,204,6,2
,Mahomet,10,0,2,1,7,49,12,35,2,0
,Manhattan,1,0,0,0,1,42,5,35,2,0
,Manteno,30,0,10,2,18,136,11,118,7,0
,Maple Park,0,0,0,0,0,11,0,11,0,0
,Marissa,13,0,0,1,12,44,9,27,8,0
,Marquette Heights,0,0,0,0,0,7,0,6,1,0
,Marseilles,10,0,0,0,10,50,10,37,3,1
,Marshall,4,0,0,0,4,35,5,29,1,0
,Martinsville,0,0,0,0,0,20,0,20,0,0
,Maryville,10,0,1,0,9,62,7,50,5,0
,Mascoutah,2,0,0,0,2,48,4,40,4,0
,Mason City,9,0,2,0,7,24,11,12,1,0
,Matteson,253,2,18,19,214,546,48,424,74,2
,Mattoon,82,2,28,5,47,174,52,122,0,3
,Maywood,135,11,19,48,57,470,88,277,105,3
,Mazon,1,0,1,0,0,4,1,3,0,0
,McCook,2,0,1,0,1,12,2,10,0,0
,McHenry,40,0,8,0,32,229,14,210,5,0
,McLean,1,0,0,0,1,7,0,5,2,0
,McLeansboro,4,0,1,0,3,38,2,35,1,0
,Melrose Park,74,0,14,17,43,317,66,198,53,2
,Mendota,11,0,3,3,5,60,9,48,3,0
,Metropolis,33,0,12,2,19,265,57,194,14,1
,Midlothian,21,1,1,11,8,295,55,199,41,1
,Milan,21,0,2,3,16,75,24,47,4,0
,Milledgeville,1,0,1,0,0,6,1,5,0,0
,Millstadt,16,0,2,1,13,20,6,14,0,0
,Minier,1,0,0,0,1,9,4,4,1,0
,Mokena,16,0,3,3,10,306,30,244,32,0
,Moline,219,1,36,26,156,978,190,727,61,3
,Momence,1,0,0,0,1,48,4,41,3,0
,Monee,4,1,1,0,2,75,19,50,6,0
,Monmouth,23,0,7,0,16,175,43,124,8,2
,Montgomery,30,0,8,3,19,269,24,233,12,3
,Monticello,12,0,1,0,11,27,8,18,1,0
,Morris,17,1,5,3,8,284,22,256,6,1
,Morrison,19,0,3,1,15,64,16,43,5,3
,Morrisonville,1,0,0,0,1,2,0,2,0,0
,Morton,30,0,2,2,26,77,12,63,2,0
,Morton Grove,19,1,0,3,15,194,41,129,24,0
,Mount Carmel,8,0,0,3,5,127,16,110,1,0
,Mount Morris,1,0,0,0,1,23,2,20,1,0
,Mount Olive,3,0,1,0,2,29,5,24,0,0
,Mount Prospect,29,0,10,9,10,464,42,408,14,2
,Mount Pulaski,0,0,0,0,0,14,8,6,0,0
,Mount Vernon,214,3,18,17,176,731,102,608,21,8
,Mount Zion,11,0,6,0,5,60,9,47,4,0
,Moweaqua,0,0,0,0,0,1,0,0,1,0
,Mundelein,23,0,5,3,15,222,18,194,10,0
,Murphysboro,54,0,2,5,47,115,31,82,2,0
,Neoga,3,0,0,0,3,9,1,6,2,0
,New Athens4,2,0,1,0,1,10,4,5,1,
,New Baden,2,0,0,1,1,19,0,17,2,1
,New Berlin,0,0,0,0,0,5,2,2,1,0
,New Lenox,29,0,15,0,14,383,21,342,20,1
,Newton,15,0,4,0,11,19,4,13,2,0
,Niles,36,0,5,15,16,624,70,542,12,0
,Nokomis,9,0,2,0,7,33,9,22,2,0
,Normal,152,2,41,23,86,936,102,790,44,3
,Norridge,13,0,0,4,9,402,29,360,13,0
,North Aurora,26,0,3,2,21,257,36,216,5,1
,Northbrook,9,0,4,4,1,480,58,402,20,1
,Northfield,2,0,0,0,2,61,7,50,4,1
,Northlake,20,0,4,5,11,277,20,242,15,0
,North Pekin,1,0,0,0,1,13,0,13,0,0
,North Riverside6,37,0,0,6,31,,5,,10,0
,North Utica,0,0,0,0,0,0,0,0,0,0
,Oak Brook,6,0,3,1,2,468,15,433,20,0
,Oakbrook Terrace,11,0,3,4,4,109,9,96,4,0
,Oak Forest,51,2,9,15,25,283,57,186,40,0
,Oak Lawn,83,0,11,26,46,826,95,719,12,3
,Oak Park,156,0,13,95,48,"1,594",244,"1,280",70,3
,Oakwood,1,0,0,0,1,11,1,8,2,0
,Oblong,8,0,0,0,8,23,10,13,0,1
,O'Fallon,53,1,12,8,32,423,41,367,15,1
,Okawville,5,0,0,1,4,16,4,10,2,0
,Olney,35,0,10,0,25,205,47,155,3,1
,Olympia Fields,13,0,4,7,2,490,11,471,8,0
,Onarga,1,0,1,0,0,8,7,1,0,1
,Orion,1,0,0,0,1,9,1,8,0,0
,Orland Hills,1,0,0,0,1,25,0,23,2,0
,Orland Park,26,1,2,9,14,948,35,887,26,0
,Oswego,23,0,7,6,10,339,15,318,6,0
,Ottawa,27,2,0,0,25,273,28,240,5,2
,Palatine,42,0,13,9,20,308,31,266,11,2
,Palestine,3,0,0,0,3,22,9,13,0,0
,Palos Heights,5,0,1,1,3,102,6,84,12,0
,Palos Hills,19,0,3,1,15,113,19,81,13,0
,Palos Park,1,0,0,0,1,16,1,14,1,0
,Paris,68,0,5,4,59,155,83,60,12,5
,Park City,19,2,10,1,6,90,13,70,7,0
,Park Forest,85,1,16,29,39,323,70,210,43,3
,Park Ridge,11,1,2,4,4,295,36,245,14,0
,Pawnee,3,0,1,0,2,6,4,2,0,0
,Paxton,12,0,3,0,9,42,8,32,2,0
,Pekin,132,0,18,8,106,618,102,490,26,3
,Peoria,"1,158",25,65,268,800,"4,160",758,"2,959",443,41
,Peoria Heights,30,0,11,2,17,65,25,22,18,0
,Peotone,0,0,0,0,0,41,8,20,13,0
,Peru,19,0,7,1,11,162,13,149,0,2
,Petersburg,1,0,0,0,1,21,1,17,3,0
,Phoenix,12,0,0,1,11,49,9,28,12,0
,Pierron,0,0,0,0,0,0,0,0,0,0
,Pinckneyville,11,0,0,0,11,26,5,21,0,0
,Pingree Grove,6,0,5,0,1,52,5,46,1,0
,Pittsfield,5,1,1,0,3,44,4,38,2,3
,Plainfield,55,0,16,4,35,252,25,208,19,1
,Plano4,,0,,5,13,71,16,55,0,1
,Pleasant Hill,1,1,0,0,0,1,0,1,0,1
,Pleasant Plains,0,0,0,0,0,3,1,2,0,0
,Polo,5,0,2,0,3,16,2,12,2,0
,Pontiac,28,0,0,1,27,148,25,119,4,0
,Pontoon Beach,18,0,3,0,15,69,13,48,8,0
,Posen,17,0,2,9,6,71,15,38,18,0
,Potomac,2,0,0,0,2,5,3,1,1,0
,Princeton,11,0,3,0,8,139,10,128,1,0
,Prophetstown,0,0,0,0,0,0,0,0,0,0
,Prospect Heights,17,1,4,1,11,79,16,60,3,1
,Quincy,243,3,54,12,174,"1,210",191,977,42,6
,Rankin,0,0,0,0,0,0,0,0,0,0
,Rantoul,32,0,15,14,3,317,58,246,13,0
,Raymond,0,0,0,0,0,0,0,0,0,0
,Red Bud,8,0,0,0,8,13,5,8,0,0
,Richmond,3,0,1,0,2,20,5,13,2,0
,Richton Park,60,0,13,21,26,295,35,227,33,0
,Ridge Farm,0,0,0,0,0,7,2,5,0,0
,Riverdale,114,4,11,50,49,354,93,189,72,0
,River Forest,12,0,0,4,8,232,26,195,11,0
,River Grove,32,1,7,5,19,159,41,103,15,0
,Riverside,9,0,5,3,1,90,19,67,4,0
,Riverton,27,0,1,0,26,82,21,56,5,1
,Riverwoods,1,0,1,0,0,21,4,16,1,0
,Robbins,49,1,7,13,28,64,13,28,23,2
,Rochelle,22,1,11,3,7,109,20,84,5,1
,Rochester,4,0,1,2,1,23,1,22,0,0
,Rockdale,9,0,0,0,9,13,4,7,2,0
,Rock Falls,7,0,0,0,7,79,29,49,1,0
,Rockford,"1,711",14,125,282,"1,290","4,848","1,001","3,458",389,70
,Rock Island,139,1,14,29,95,878,166,599,113,5
,Rockton,8,0,7,0,1,128,5,121,2,1
,Rolling Meadows,19,0,2,5,12,253,16,229,8,2
,Romeoville,78,1,16,18,43,402,38,335,29,2
,Roscoe,11,0,1,0,10,64,12,49,3,0
,Roselle,16,1,7,3,5,146,14,122,10,1
,Rosemont,36,0,16,6,14,504,11,488,5,0
,Rossville,1,0,0,0,1,14,6,6,2,0
,Round Lake,16,0,1,3,12,120,17,96,7,0
,Round Lake Beach,40,0,8,9,23,553,20,507,26,0
,Round Lake Heights,4,0,1,0,3,24,3,17,4,0
,Roxana,9,0,6,0,3,25,1,24,0,0
,Royalton,2,0,0,0,2,6,1,5,0,0
,Ruma,1,0,0,0,1,2,0,2,0,0
,Rushville,5,0,0,0,5,71,14,57,0,0
,Salem,21,0,7,2,12,334,34,288,12,0
,Sandoval,7,0,3,1,3,34,12,18,4,25
,Sandwich,12,0,2,1,9,25,5,18,2,0
,San Jose,0,0,0,0,0,1,0,0,1,0
,Sauget,3,0,0,2,1,66,12,31,23,0
,Sauk Village,566,2,8,66,490,227,52,156,19,1
,Savanna,25,0,4,1,20,71,19,50,2,0
,Schaumburg,73,2,29,21,21,"1,561",100,"1,396",65,1
,Schiller Park,26,0,1,6,19,192,18,163,11,1
,Shawneetown,1,0,0,0,1,13,4,9,0,1
,Sherman,4,0,0,0,4,27,5,22,0,0
,Shiloh,13,0,3,2,8,189,14,167,8,1
,Shorewood,25,0,12,2,11,150,11,127,12,0
,Sidell,0,0,0,0,0,1,0,1,0,0
,Silvis,53,0,4,1,48,168,28,128,12,0
,Skokie,150,1,18,58,73,"1,870",188,"1,619",63,1
,Sleepy Hollow,0,0,0,0,0,11,2,9,0,0
,Smithton,0,0,0,0,0,15,3,12,0,0
,Somonauk,0,0,0,0,0,2,0,2,0,0
,South Barrington,1,0,0,0,1,32,9,22,1,0
,South Beloit,13,0,1,1,11,142,16,117,9,0
,South Chicago Heights,18,0,5,3,10,163,11,143,9,0
,South Elgin,16,0,4,1,11,104,12,88,4,1
,South Holland,77,0,30,31,16,574,89,353,132,3
,South Pekin,4,0,0,0,4,21,5,13,3,0
,South Roxana,8,0,4,2,2,49,21,23,5,0
,Springfield,889,9,108,208,564,"5,080","1,039","3,776",265,24
,Spring Grove,3,0,0,0,3,18,2,15,1,0
,Spring Valley,13,1,6,1,5,37,4,33,0,0
,Stanford,1,0,0,0,1,2,1,1,0,0
,St. Charles,43,0,10,2,31,208,30,167,11,0
,Steger,38,0,10,6,22,227,44,171,12,2
,St. Elmo,1,0,0,0,1,19,4,15,0,0
,Sterling,26,1,13,3,9,491,45,416,30,3
,Stickney,4,0,1,2,1,50,6,41,3,0
,Stockton,2,0,0,0,2,12,4,8,0,0
,Stone Park,23,0,6,4,13,55,11,42,2,0
,Streamwood,60,0,18,13,29,415,55,342,18,1
,Streator,36,0,31,1,4,271,16,248,7,1
,Sullivan,52,0,1,0,51,51,0,49,2,0
,Summit,54,0,13,18,23,175,23,128,24,1
,Sumner,5,0,1,0,4,12,6,4,2,0
,Swansea,20,0,7,6,7,216,27,174,15,1
,Sycamore,22,0,5,1,16,200,10,186,4,2
,Taylorville,11,1,0,1,9,166,42,123,1,0
,Thayer,1,0,0,0,1,2,0,2,0,0
,Thomasboro,1,0,0,0,1,9,2,7,0,0
,Thornton,4,0,4,0,0,34,5,27,2,0
,Tilton,8,0,2,1,5,88,20,66,2,0
,Tinley Park,22,0,6,7,9,712,75,592,45,0
,Tolono,2,0,2,0,0,20,7,13,0,0
,Toluca,1,0,0,0,1,8,2,5,1,0
,Tower Lakes,0,0,0,0,0,0,0,0,0,0
,Trenton,2,0,0,0,2,10,3,7,0,0
,Troy,15,0,11,0,4,73,5,62,6,0
,Tuscola,15,0,2,0,13,54,15,33,6,1
,Union,0,0,0,0,0,0,0,0,0,0
,Urbana,124,1,30,36,57,"1,090",161,890,39,5
,Valmeyer,0,0,0,0,0,5,1,4,0,0
,Vandalia,26,0,6,3,17,120,24,95,1,1
,Vernon Hills,18,0,5,7,6,435,13,412,10,0
,Vienna,0,0,0,0,0,12,3,8,1,0
,Villa Park,34,0,10,7,17,295,17,263,15,1
,Viola,0,0,0,0,0,0,0,0,0,0
,Virden,10,0,4,0,6,93,15,74,4,1
,Warren,1,0,1,0,0,2,1,1,0,0
,Warrensburg,3,0,0,0,3,4,0,4,0,0
,Warrenville,10,0,2,7,1,90,14,70,6,0
,Washington,27,0,9,1,17,168,19,147,2,0
,Watseka,16,1,8,3,4,138,25,102,11,0
,Waukegan,331,1,20,127,183,"1,929",350,"1,498",81,20
,Waverly,0,0,0,0,0,10,9,1,0,0
,Wayne,1,0,0,0,1,4,0,4,0,0
,Westchester,19,1,2,5,11,148,43,105,0,0
,West Chicago,38,0,13,7,18,219,35,172,12,1
,West City,1,0,0,0,1,78,4,70,4,0
,West Dundee,3,0,3,0,0,108,7,98,3,0
,Western Springs,3,0,0,0,3,131,14,112,5,0
,Westfield,0,0,0,0,0,2,1,1,0,0
,Westmont,16,0,3,2,11,317,50,248,19,1
,Westville,18,0,4,3,11,54,20,33,1,0
,Wheaton,44,1,12,5,26,611,51,551,9,2
,Wheeling,29,0,9,5,15,418,41,363,14,1
,Willow Springs,2,0,1,0,1,53,4,49,0,0
,Wilmette,9,0,2,1,6,220,32,181,7,0
,Winnebago,1,0,0,0,1,33,3,30,0,0
,Winnetka,1,0,0,0,1,79,13,63,3,0
,Witt,0,0,0,0,0,2,1,1,0,0
,Wood Dale,13,0,3,3,7,204,14,180,10,0
,Woodridge,37,0,10,10,17,301,78,201,22,3
,Woodstock,18,0,7,2,9,285,19,254,12,1
,Worth,31,0,14,6,11,70,30,32,8,1
,Yates City,0,0,0,0,0,4,0,4,0,0
,Yorkville,28,0,16,5,7,142,13,124,5,0
,Zion,130,2,32,25,71,640,96,461,83,8
INDIANA,Anderson,242,4,62,62,114,"2,096",375,"1,526",195,
,Bedford,28,0,3,1,24,293,34,238,21,0
,Bluffton5,9,0,2,5,2,163,17,138,8,0
,Brownsburg,40,0,2,6,32,255,25,206,24,3
,Carmel,30,3,9,9,9,807,56,684,67,
,Chesterton,9,0,5,0,4,125,15,101,9,
,Clarksville,118,0,5,8,105,"1,263",80,"1,102",81,
,Clinton,42,0,0,1,41,127,23,103,1,0
,Columbia City,12,0,4,0,8,137,6,124,7,0
,Columbus,67,0,40,17,10,"1,439",130,"1,254",55,6
,Crawfordsville,65,3,8,3,51,345,53,269,23,2
,Crown Point,7,0,1,2,4,290,3,271,16,0
,Cumberland5,11,0,0,8,3,220,18,192,10,
,East Chicago,201,7,8,78,108,"1,094",80,859,155,2
,Edinburgh5,29,0,2,1,26,221,14,202,5,0
,Ellettsville,10,0,3,1,6,85,18,61,6,0
,Elwood,24,0,9,3,12,170,29,128,13,3
,Evansville,721,11,90,153,467,"4,917",588,"3,926",403,44
,Fairmount,9,0,1,0,8,17,13,4,0,0
,Fishers,51,0,10,9,32,734,49,636,49,7
,Fort Wayne,974,26,145,357,446,"7,437",990,"5,879",568,49
,Franklin5,94,0,13,5,76,516,48,436,32,0
,Gary,414,57,21,175,161,"2,656",567,"1,599",490,21
,Greenfield,21,0,5,6,10,304,31,247,26,3
,Greenwood,97,1,9,26,61,"1,528",72,"1,332",124,1
,Griffith,11,2,4,4,1,286,26,227,33,0
,Hagerstown,11,0,4,0,7,4,2,2,0,
,Hammond,315,9,27,110,169,"2,792",334,"2,194",264,13
,Hartford City,15,0,0,0,15,33,8,22,3,0
,Highland5,19,0,3,11,5,393,37,344,12,1
,Hobart5,39,0,10,20,9,964,50,863,51,0
,Jasper,48,0,4,0,44,189,26,149,14,1
,Jeffersonville,114,1,19,22,72,"1,341",138,994,209,7
,Kokomo,392,5,25,48,314,"1,493",312,"1,081",100,1
,Lafayette,352,5,38,55,254,"2,388",387,"1,844",157,7
,La Porte,116,1,8,10,97,464,79,343,42,0
,Lawrence,178,4,16,78,80,"1,087",157,743,187,3
,Ligonier,1,0,0,0,1,25,2,13,10,
,Loogootee,7,0,0,0,7,9,0,8,1,0
,Marion,103,4,5,30,64,870,102,709,59,0
,Merrillville5,50,3,15,19,13,580,67,443,70,0
,Munster5,22,0,3,13,6,329,31,278,20,1
,New Haven,47,2,6,15,24,326,42,244,40,3
,New Whiteland5,3,0,0,1,2,44,7,35,2,1
,Noblesville,32,0,16,7,9,618,29,552,37,0
,Plainfield5,50,0,2,7,41,634,59,516,59,
,Plymouth,13,0,6,2,5,222,10,200,12,0
,Portage,73,1,10,5,57,583,55,493,35,
,Porter,8,0,1,0,7,23,3,19,1,0
,Portland,12,0,3,0,9,65,0,65,0,0
,Rensselaer,12,0,1,3,8,203,30,173,0,0
,Sellersburg,5,0,2,2,1,76,13,49,14,0
,Seymour,41,2,9,3,27,868,83,724,61,1
,Shelbyville,146,0,3,6,137,407,48,325,34,0
,South Bend,"1,357",14,56,267,"1,020","4,296",867,"2,868",561,75
,Speedway,38,1,1,22,14,486,43,395,48,0
,St. John5,4,0,1,3,0,124,11,105,8,0
,Tipton,9,0,1,1,7,34,6,27,1,0
,Westfield,16,0,6,6,4,338,13,313,12,1
,West Lafayette,32,0,5,3,24,357,42,304,11,0
,Westville,12,0,1,0,11,38,5,32,1,0
,Whitestown,22,0,2,1,19,114,2,98,14,0
,Zionsville,4,0,0,0,4,78,4,67,7,0
IOWA,Adel,11,0,3,0,8,110,23,73,14,0
,Albia,14,0,3,0,11,64,22,36,6,1
,Algona,21,0,0,0,21,30,6,19,5,0
,Ames,135,1,44,21,69,"1,171",138,975,58,2
,Atlantic,22,0,2,0,20,182,31,144,7,2
,Audubon,6,0,4,0,2,31,4,26,1,0
,Bettendorf,46,1,8,7,30,474,62,375,37,0
,Bloomfield,4,0,0,0,4,21,4,14,3,0
,Boone,36,0,2,0,34,141,23,107,11,2
,Carlisle,7,0,2,0,5,42,9,32,1,0
,Carroll,9,0,2,1,6,175,27,142,6,2
,Cedar Rapids,345,2,27,83,233,"4,470",837,"3,268",365,13
,Centerville,13,0,2,1,10,129,35,88,6,0
,Charles City,8,1,2,1,4,71,15,55,1,0
,Clarinda,24,0,5,1,18,83,12,59,12,0
,Clarion,2,0,0,0,2,32,10,15,7,0
,Clear Lake,31,0,0,0,31,132,29,100,3,0
,Clinton,77,0,11,12,54,911,182,685,44,3
,Clive,7,0,1,2,4,121,10,93,18,0
,Coralville,69,3,10,15,41,689,49,613,27,3
,Council Bluffs,493,6,39,57,391,"3,649",529,"2,629",491,22
,Creston,26,0,2,0,24,164,40,117,7,1
,Davenport,609,2,84,124,399,"3,918",745,"2,830",343,17
,Decorah,9,0,4,0,5,74,2,70,2,1
,Denison,19,0,5,0,14,58,10,35,13,0
,Des Moines,"1,555",14,117,283,"1,141","8,933","2,284","5,336","1,313",53
,DeWitt,8,0,3,0,5,104,24,65,15,1
,Dubuque,110,0,34,9,67,949,138,747,64,12
,Dyersville,5,0,0,0,5,29,12,16,1,0
,Eldridge,2,0,0,1,1,42,10,27,5,0
,Emmetsburg,8,0,0,0,8,32,16,15,1,0
,Estherville,9,0,0,0,9,31,9,18,4,0
,Evansdale,18,0,1,0,17,101,29,59,13,0
,Forest City,7,0,3,0,4,9,3,5,1,0
,Fort Dodge,101,2,15,12,72,724,117,566,41,6
,Fort Madison,69,0,8,0,61,205,38,152,15,2
,Glenwood,26,0,4,0,22,65,15,43,7,0
,Grinnell,39,0,24,0,15,167,16,149,2,0
,Hampton,4,0,0,0,4,16,2,14,0,0
,Harlan,7,0,2,0,5,9,2,6,1,2
,Hawarden,8,0,3,0,5,6,3,3,0,1
,Hiawatha,28,0,1,0,27,113,24,81,8,3
,Humboldt,0,0,0,0,0,48,3,41,4,0
,Independence,22,0,0,2,20,80,20,53,7,1
,Indianola,115,0,28,2,85,316,57,238,21,6
,Iowa City,167,1,40,25,101,"1,252",314,867,71,2
,Iowa Falls,11,0,3,0,8,83,4,73,6,0
,Jefferson,3,0,0,0,3,42,4,38,0,0
,Johnston,29,0,6,1,22,272,55,194,23,4
,Lake City,8,0,0,0,8,16,1,15,0,0
,Lansing,1,0,0,0,1,22,4,17,1,0
,Le Mars,24,0,5,0,19,166,30,122,14,1
,Manchester,10,0,2,0,8,86,17,63,6,1
,Maquoketa,15,0,2,0,13,138,27,98,13,1
,Marion,68,0,9,4,55,519,119,350,50,1
,Marshalltown,105,0,19,4,82,674,176,445,53,12
,Mason City,176,0,20,1,155,789,116,617,56,3
,Missouri Valley,13,0,2,0,11,45,10,33,2,0
,Monticello,6,0,3,1,2,51,11,37,3,0
,Mount Pleasant,12,0,0,0,12,155,38,110,7,0
,Mount Vernon,2,0,2,0,0,29,8,19,2,1
,Muscatine,47,0,6,2,39,320,71,221,28,4
,Nevada,28,0,3,1,24,85,25,52,8,0
,North Liberty,70,0,20,0,50,121,21,97,3,0
,Norwalk,4,0,1,0,3,89,12,72,5,1
,Oelwein,18,0,0,0,18,91,24,62,5,0
,Onawa,11,0,4,0,7,33,6,20,7,1
,Osage,4,0,1,0,3,7,4,3,0,0
,Osceola,24,0,5,0,19,125,30,84,11,0
,Oskaloosa,54,0,7,4,43,204,54,131,19,0
,Ottumwa,134,2,18,5,109,"1,009",182,748,79,11
,Pella,10,0,8,0,2,128,7,110,11,0
,Perry,20,0,3,1,16,91,17,70,4,0
,Polk City,1,0,0,0,1,25,2,20,3,0
,Postville,4,0,1,1,2,43,5,37,1,0
,Prairie City,1,0,0,0,1,3,2,1,0,0
,Red Oak,33,0,7,0,26,123,39,75,9,0
,Sac City,2,0,1,0,1,35,5,28,2,0
,Sergeant Bluff,9,0,0,0,9,43,9,30,4,0
,Shenandoah,7,1,0,0,6,41,12,26,3,0
,Sioux Center,3,0,2,0,1,21,1,19,1,0
,Sioux City,366,2,50,57,257,"3,203",645,"2,310",248,15
,Spencer,7,0,6,1,0,183,42,135,6,0
,Spirit Lake,30,0,4,0,26,72,13,53,6,0
,Storm Lake,41,0,7,0,34,169,27,131,11,6
,Story City,7,0,2,0,5,41,3,33,5,0
,Tama,21,0,2,0,19,22,8,11,3,0
,Urbandale,28,0,7,3,18,455,54,365,36,1
,Vinton,10,0,1,0,9,32,8,21,3,0
,Washington,48,0,8,0,40,132,22,102,8,0
,Waterloo,306,1,12,38,255,"1,682",515,"1,038",129,14
,Waukee,15,0,8,1,6,184,28,143,13,1
,Waukon,10,0,0,0,10,77,15,60,2,0
,Waverly4,44,0,5,0,39,,,83,6,0
,Webster City,32,0,5,1,26,84,20,48,16,1
,West Burlington4,16,0,0,2,14,,,189,5,1
,Williamsburg,4,0,0,0,4,25,8,17,0,0
,Windsor Heights,13,0,5,2,6,265,13,240,12,0
KANSAS,Abilene,10,0,2,1,7,85,14,62,9,0
,Alma,0,0,0,0,0,0,0,0,0,0
,Alta Vista,0,0,0,0,0,0,0,0,0,0
,Anthony,8,0,3,0,5,24,11,12,1,1
,Arkansas City,65,0,11,5,49,434,81,326,27,1
,Arma,5,0,0,0,5,17,4,12,1,0
,Atchison,41,0,6,0,35,280,32,236,12,0
,Attica,4,0,0,0,4,10,2,8,0,0
,Atwood,6,0,1,1,4,21,5,13,3,1
,Augusta,29,1,3,2,23,329,32,272,25,0
,Basehor,1,0,0,0,1,55,10,41,4,1
,Baxter Springs,6,0,2,0,4,90,20,59,11,0
,Bel Aire,11,0,1,1,9,126,13,97,16,0
,Belleville,1,0,0,0,1,25,7,16,2,1
,Beloit,8,0,2,0,6,50,17,27,6,0
,Bonner Springs,20,0,2,0,18,150,15,114,21,1
,Bronson,0,0,0,0,0,0,0,0,0,0
,Burlington,9,0,1,0,8,33,13,19,1,0
,Carbondale,0,0,0,0,0,29,8,19,2,0
,Cheney,2,0,0,0,2,31,6,23,2,0
,Cherryvale,5,0,2,1,2,37,12,18,7,1
,Claflin,0,0,0,0,0,4,0,4,0,0
,Clay Center,23,0,1,0,22,89,15,66,8,0
,Clearwater,4,0,0,0,4,34,5,28,1,0
,Coffeyville,60,1,10,5,44,325,69,234,22,4
,Colby,14,0,1,0,13,75,8,61,6,1
,Colony,1,0,0,0,1,2,2,0,0,0
,Columbus,4,0,0,1,3,49,12,32,5,2
,Concordia,40,0,4,0,36,92,13,73,6,2
,Derby6,25,0,12,1,12,,32,,32,2
,Dodge City,129,0,13,9,107,613,85,474,54,4
,Edwardsville,22,0,4,1,17,112,16,86,10,1
,El Dorado,17,0,3,5,9,361,102,225,34,2
,Elkhart,4,0,1,0,3,16,4,12,0,0
,Ellinwood,2,0,1,0,1,20,3,14,3,0
,Ellsworth,8,0,1,0,7,16,1,13,2,0
,Emporia,36,0,12,1,23,517,63,436,18,1
,Eudora,13,0,5,0,8,61,9,50,2,0
,Fort Scott,39,0,2,2,35,78,3,68,7,0
,Frontenac,7,0,2,0,5,63,10,47,6,0
,Galena,6,0,0,0,6,65,16,38,11,0
,Garden City4,130,1,33,11,85,,,451,42,4
,Garden Plain,0,0,0,0,0,8,3,5,0,0
,Gardner,32,0,5,3,24,175,7,149,19,2
,Garnett,7,1,0,0,6,67,21,40,6,0
,Goddard,4,0,0,0,4,33,3,28,2,0
,Goessel,0,0,0,0,0,3,0,3,0,0
,Goodland,15,0,2,0,13,80,10,67,3,0
,Grandview Plaza,18,0,1,0,17,21,6,15,0,1
,Halstead,1,0,0,0,1,11,1,7,3,0
,Haven,1,0,1,0,0,18,2,15,1,1
,Havensville,0,0,0,0,0,0,0,0,0,0
,Hays,56,1,8,6,41,358,30,313,15,2
,Herington,7,0,0,0,7,58,12,43,3,0
,Hesston,6,0,0,0,6,30,9,20,1,0
,Hiawatha,8,0,7,0,1,120,22,95,3,0
,Highland,4,0,3,0,1,4,1,3,0,0
,Hillsboro,2,0,0,0,2,35,8,21,6,0
,Hoisington,6,0,3,0,3,35,9,26,0,1
,Holton,5,0,0,0,5,48,8,37,3,0
,Holyrood,0,0,0,0,0,0,0,0,0,0
,Horton,3,0,1,0,2,22,5,16,1,0
,Hutchinson,153,1,25,20,107,"1,290",259,970,61,11
,Independence,84,1,6,6,71,399,93,293,13,3
,Inman,5,0,0,0,5,10,4,6,0,0
,Iola,23,0,4,1,18,170,39,119,12,0
,Junction City,219,2,24,16,177,554,106,425,23,7
,Kanopolis,0,0,0,0,0,1,1,0,0,0
,Kingman,10,0,0,0,10,42,10,27,5,0
,La Harpe,0,0,0,0,0,0,0,0,0,0
,Lake Quivira,0,0,0,0,0,4,0,4,0,0
,Lansing,32,0,3,1,28,61,11,45,5,3
,Larned,15,0,3,0,12,29,7,22,0,0
,Leawood,19,1,4,0,14,401,57,316,28,0
,Lebo,0,0,0,0,0,4,0,4,0,0
,Lenexa,87,0,17,4,66,761,69,606,86,0
,Le Roy,0,0,0,0,0,0,0,0,0,0
,Lindsborg,1,0,1,0,0,43,5,36,2,0
,Little River,0,0,0,0,0,0,0,0,0,0
,Louisburg,6,0,1,1,4,42,4,34,4,0
,Lyndon,5,0,0,0,5,18,4,13,1,0
,Macksville,0,0,0,0,0,1,0,1,0,0
,Maize,8,0,1,0,7,57,11,41,5,1
,Marion,1,0,0,0,1,20,3,17,0,0
,Mayetta,0,0,0,0,0,1,0,1,0,0
,McLouth,1,0,0,0,1,3,1,1,1,0
,McPherson,24,0,6,0,18,234,30,198,6,1
,Meade,6,0,1,1,4,12,4,8,0,0
,Merriam,43,0,6,7,30,484,27,388,69,0
,Minneapolis,3,0,0,0,3,25,5,18,2,0
,Mission Hills,1,0,0,0,1,44,14,21,9,0
,Montezuma,0,0,0,0,0,0,0,0,0,0
,Mound City,0,0,0,0,0,0,0,0,0,0
,Mulberry,0,0,0,0,0,14,4,10,0,0
,Mulvane,15,0,2,1,12,122,14,103,5,0
,Neodesha,7,0,1,0,6,20,5,14,1,0
,Newton,91,1,21,9,60,415,77,316,22,7
,North Newton,0,0,0,0,0,7,2,5,0,0
