Table 8,,,,,,,,,,,
Offenses Known to Law Enforcement,,, ,,,,,,,,
"by State by City, 2011",,,,,,,,,,,
State,City,"Violent
crime","Murder and
nonnegligent
manslaughter","Forcible
rape",Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson1
,Corbin,16,0,2,4,10,322,80,227,15,5
,Covington,306,1,36,147,122,"2,398",723,"1,472",203,16
,Cumberland,7,0,1,0,6,31,21,9,1,0
,Cynthiana,25,0,1,10,14,287,50,230,7,1
,Danville,50,0,5,24,21,646,117,504,25,4
,Dawson Springs,3,0,0,1,2,42,10,32,0,0
,Dayton,18,0,4,6,8,254,82,165,7,2
,Dry Ridge,1,0,0,1,0,20,6,13,1,0
,Earlington,0,0,0,0,0,2,0,1,1,0
,Eddyville,1,0,0,0,1,29,4,23,2,0
,Edgewood,1,0,0,0,1,123,17,103,3,1
,Edmonton,0,0,0,0,0,8,4,4,0,0
,Elizabethtown,43,2,17,18,6,"1,022",131,853,38,13
,Elkton,3,0,0,0,3,27,12,15,0,0
,Elsmere,12,0,1,5,6,211,90,110,11,2
,Eminence,10,0,1,2,7,41,10,30,1,0
,Erlanger,40,0,8,22,10,575,124,430,21,1
,Evarts,0,0,0,0,0,1,0,0,1,0
,Falmouth,2,0,1,0,1,58,14,43,1,0
,Ferguson,0,0,0,0,0,4,4,0,0,0
,Flatwoods,4,0,1,3,0,124,53,68,3,0
,Fleming-Neon,0,0,0,0,0,3,2,1,0,0
,Flemingsburg,2,0,0,1,1,35,14,20,1,0
,Florence,68,0,9,36,23,"1,635",193,"1,387",55,4
,Fort Mitchell,6,0,2,2,2,185,30,152,3,0
,Fort Thomas,7,0,1,4,2,242,50,169,23,0
,Fort Wright,10,0,3,7,0,309,31,268,10,0
,Frankfort,102,0,22,49,31,"1,337",383,877,77,3
,Franklin,29,0,7,16,6,384,98,268,18,2
,Fulton,9,0,0,4,5,114,26,81,7,4
,Gamaliel,0,0,0,0,0,1,0,1,0,0
,Georgetown,121,0,17,9,95,"1,103",166,910,27,
,Glasgow,24,0,4,1,19,287,47,224,16,5
,Graymoor-Devondale,0,0,0,0,0,53,17,33,3,0
,Grayson,6,0,1,3,2,102,25,72,5,2
,Greensburg,0,0,0,0,0,29,6,23,0,0
,Greenup,0,0,0,0,0,2,0,2,0,0
,Greenville,1,0,0,0,1,34,8,19,7,0
,Guthrie,1,0,0,1,0,11,6,4,1,0
,Hardinsburg,0,0,0,0,0,10,5,3,2,0
,Harlan,4,0,1,0,3,69,15,52,2,0
,Harrodsburg,17,0,1,7,9,153,59,89,5,1
,Hartford,1,0,0,0,1,10,5,3,2,0
,Hawesville,0,0,0,0,0,5,2,3,0,0
,Hazard,19,0,4,7,8,371,45,315,11,0
,Henderson,61,1,10,14,36,922,174,702,46,1
,Heritage Creek,0,0,0,0,0,12,1,9,2,0
,Highland Heights Southgate,38,0,1,3,34,156,44,105,7,4
,Hillview,7,0,0,5,2,241,92,134,15,0
,Hodgenville,3,0,2,1,0,33,16,15,2,0
,Hopkinsville,113,1,28,47,37,"1,307",383,866,58,11
,Horse Cave,1,0,0,0,1,1,1,0,0,0
,Hurstbourne Acres,2,0,0,1,1,12,3,8,1,0
,Independence,18,0,4,5,9,299,95,189,15,0
,Indian Hills,0,0,0,0,0,64,18,44,2,0
,Inez,1,0,0,0,1,19,4,13,2,0
,Irvine,4,0,0,1,3,41,11,28,2,0
,Irvington,0,0,0,0,0,2,2,0,0,0
,Jackson,2,0,2,0,0,50,13,35,2,0
,Jamestown,1,0,0,0,1,19,4,12,3,0
,Jeffersontown,45,0,6,30,9,614,157,422,35,0
,Jenkins,1,0,0,0,1,4,2,1,1,0
,La Center,0,0,0,0,0,0,0,0,0,0
,La Grange,11,0,1,5,5,175,40,128,7,0
,Lakeside Park-Crestview Hills,2,0,1,0,1,139,18,115,6,0
,Lancaster,4,0,0,1,3,90,37,49,4,0
,Lawrenceburg,7,0,4,1,2,121,25,90,6,0
,Lebanon,19,0,2,6,11,173,82,85,6,1
,Lebanon Junction,1,0,0,1,0,24,9,13,2,0
,Leitchfield,3,0,2,0,1,153,45,101,7,0
,Lewisburg,1,0,0,0,1,3,2,1,0,0
,Lewisport,0,0,0,0,0,9,3,6,0,0
,Lexington2,"1,358",14,105,496,743,"12,431","2,724","9,036",671,30
,Liberty,3,0,0,0,3,15,2,10,3,0
,London,18,1,4,8,5,395,71,307,17,1
,Louisa,0,0,0,0,0,43,17,24,2,0
,Louisville Metro,"4,086",48,227,"1,643","2,168","31,949","8,127","21,560","2,262",237
,Loyall,0,0,0,0,0,11,3,7,1,0
,Ludlow,19,0,6,8,5,256,92,154,10,2
,Lynnview,0,0,0,0,0,2,2,0,0,0
,Madisonville,24,0,9,5,10,656,138,491,27,5
,Manchester,4,0,0,4,0,79,16,63,0,0
,Marion,1,0,0,0,1,57,14,40,3,0
,Mayfield,26,1,8,8,9,225,75,140,10,0
,Maysville,21,0,5,9,7,456,101,337,18,1
,Meadow Vale,0,0,0,0,0,8,1,7,0,0
,Middlesboro,32,0,3,16,13,671,93,560,18,2
,Millersburg,0,0,0,0,0,6,0,6,0,0
,Monticello,12,1,2,5,4,209,67,131,11,1
,Morehead,5,0,2,2,1,193,34,156,3,1
,Morganfield,5,0,0,2,3,113,27,83,3,0
,Morgantown,0,0,0,0,0,9,6,3,0,0
,Mortons Gap,0,0,0,0,0,4,0,4,0,0
,Mount Sterling,35,0,7,18,10,549,135,403,11,1
,Mount Vernon,1,0,0,0,1,42,16,24,2,0
,Mount Washington,17,0,4,9,4,238,90,141,7,0
,Muldraugh,1,0,0,0,1,22,4,16,2,0
,Munfordville,2,0,1,0,1,25,9,14,2,0
,Murray,20,0,3,9,8,594,145,422,27,1
,Newport,54,2,7,26,19,"1,154",263,831,60,4
,Nicholasville,79,0,11,42,26,"1,395",358,991,46,8
,Nortonville,0,0,0,0,0,6,1,4,1,0
,Oak Grove,25,0,4,10,11,402,147,244,11,2
,Olive Hill,3,0,0,3,0,19,4,13,2,0
,Owensboro,143,1,46,37,59,"2,323",513,"1,711",99,6
,Owenton,1,0,0,1,0,18,6,12,0,0
,Owingsville,0,0,0,0,0,30,10,19,1,0
,Paducah,80,4,18,28,30,"1,148",139,959,50,6
,Paintsville,5,0,2,1,2,152,24,122,6,0
,Paris,33,0,2,22,9,436,142,283,11,0
,Park Hills,6,0,0,1,5,88,28,51,9,0
,Pewee Valley,0,0,0,0,0,5,4,1,0,0
,Pikeville,7,0,2,2,3,440,58,367,15,3
,Pineville,4,0,0,1,3,67,6,60,1,2
,Pioneer Village,0,0,0,0,0,31,10,20,1,0
,Prestonsburg,10,1,2,1,6,84,15,62,7,1
,Princeton,19,0,5,3,11,180,71,97,12,0
,Prospect,0,0,0,0,0,1,0,0,1,0
,Providence,1,0,1,0,0,18,5,10,3,0
,Raceland,0,0,0,0,0,40,18,21,1,0
,Radcliff,59,0,15,27,17,540,100,422,18,6
,Ravenna,0,0,0,0,0,3,2,1,0,0
,Richmond,114,0,13,56,45,"1,854",439,"1,369",46,2
,Russell,3,0,1,2,0,96,23,71,2,1
,Russell Springs,3,0,0,1,2,61,7,50,4,0
,Russellville,17,0,5,6,6,264,74,178,12,2
,Salyersville,0,0,0,0,0,2,0,1,1,0
,Science Hill,0,0,0,0,0,6,1,5,0,0
,Shelbyville,29,0,3,14,12,322,100,204,18,4
,Shepherdsville,26,0,9,8,9,377,143,215,19,1
,Shively,84,2,11,47,24,720,259,387,74,0
,Silver Grove,0,0,0,0,0,27,13,14,0,0
,Simpsonville,1,0,0,1,0,19,1,18,0,0
,Smiths Grove,0,0,0,0,0,8,0,7,1,0
,Somerset,26,1,6,12,7,698,114,572,12,1
,South Shore,0,0,0,0,0,1,0,1,0,0
,Springfield,2,0,1,0,1,22,12,10,0,0
,Stanford,1,0,0,1,0,45,10,35,0,0
,Stanton,0,0,0,0,0,60,26,30,4,0
,St. Matthews,32,0,1,16,15,682,128,531,23,0
,Strathmoor Village,0,0,0,0,0,5,2,3,0,0
,Sturgis,0,0,0,0,0,5,2,3,0,0
,Taylor Mill,4,0,1,2,1,104,27,73,4,1
,Taylorsville,3,0,2,0,1,41,13,26,2,1
,Tompkinsville,2,0,0,0,2,3,2,1,0,0
,Trenton,0,0,0,0,0,2,1,1,0,0
,Uniontown,2,0,0,0,2,20,8,12,0,0
,Vanceburg,3,0,0,0,3,17,1,15,1,0
,Versailles,26,1,4,6,15,739,222,494,23,3
,Villa Hills,0,0,0,0,0,28,6,17,5,0
,Vine Grove,2,0,0,0,2,70,18,49,3,0
,Warsaw,1,0,0,0,1,21,8,12,1,0
,West Liberty,4,0,1,2,1,64,16,46,2,0
,West Point,0,0,0,0,0,31,12,16,3,0
,Wheelwright,0,0,0,0,0,0,0,0,0,0
,Whitesburg,0,0,0,0,0,7,2,5,0,0
,Wilder,3,0,1,2,0,113,11,95,7,0
,Williamsburg,6,0,1,3,2,132,47,84,1,2
,Williamstown,6,0,0,0,6,81,15,59,7,1
,Wilmore,1,0,0,0,1,117,32,79,6,0
,Winchester,147,2,7,32,106,976,210,756,10,6
,Worthington,3,0,3,0,0,8,5,3,0,0
LOUISIANA,Abbeville,106,2,4,17,83,522,182,324,16,
,Addis,4,0,0,0,4,0,0,0,0,0
,Alexandria,651,2,11,159,479,"3,560",869,"2,517",174,
,Amite,85,1,4,13,67,502,106,380,16,2
,Baker,26,1,2,11,12,462,105,343,14,0
,Basile,1,0,0,0,1,12,3,9,0,0
,Bastrop,135,1,2,31,101,"1,318",436,842,40,8
,Baton Rouge,"2,468",64,51,893,"1,460","12,666","4,220","7,946",500,179
,Bernice,1,0,0,0,1,3,0,3,0,0
,Berwick,4,0,1,0,3,63,15,46,2,0
,Bogalusa,140,2,7,30,101,901,341,520,40,3
,Broussard,20,0,5,1,14,442,127,315,0,
,Brusly,0,0,0,0,0,20,4,15,1,0
,Carencro,52,0,2,9,41,288,76,199,13,0
,Clinton,13,0,0,0,13,29,10,18,1,0
,Coushatta,20,0,0,2,18,50,6,44,0,0
,Covington,36,0,3,4,29,286,50,227,9,0
,Crowley,106,3,1,11,91,520,170,330,20,0
,Denham Springs,72,0,5,18,49,901,127,748,26,0
,De Ridder,78,1,1,5,71,241,65,176,0,1
,Erath,11,0,1,0,10,43,29,7,7,
,Eunice,138,2,7,18,111,688,201,468,19,0
,Ferriday,28,0,2,3,23,114,114,0,0,0
,Folsom,2,0,0,0,2,21,6,15,0,0
,Franklin,62,1,1,4,56,471,119,350,2,2
,Franklinton,23,0,2,5,16,197,58,133,6,0
,French Settlement,1,0,0,0,1,30,4,26,0,0
,Georgetown,0,0,0,0,0,2,1,0,1,0
,Glenmora,12,0,1,1,10,23,5,14,4,
,Gonzales,43,1,6,3,33,713,62,635,16,0
,Grambling,20,0,1,4,15,93,93,0,0,0
,Gramercy,19,0,0,1,18,89,12,75,2,0
,Greenwood,7,0,1,1,5,78,23,47,8,0
,Gretna,109,4,10,29,66,629,148,430,51,2
,Hammond,322,2,15,80,225,"2,311",879,"1,358",74,0
,Harahan,15,0,1,2,12,182,48,126,8,0
,Homer,23,0,1,1,21,119,54,65,0,0
,Houma,212,1,17,76,118,"1,550",268,"1,234",48,9
,Independence,21,0,1,5,15,135,40,91,4,1
,Jeanerette,24,0,0,4,20,139,50,83,6,0
,Jena,5,0,0,0,5,1,1,0,0,0
,Jennings,41,2,1,4,34,304,50,249,5,2
,Kenner,161,9,10,69,73,"2,604",414,"2,040",150,21
,Kentwood,19,0,1,7,11,142,40,101,1,0
,Kinder,8,1,0,1,6,84,4,77,3,0
,Lafayette,843,6,15,232,590,"6,511","1,194","5,040",277,50
,Lake Arthur,10,2,2,1,5,58,15,42,1,1
,Leesville,35,0,2,3,30,320,26,288,6,2
,Lutcher,11,0,0,0,11,38,16,21,1,0
,Mamou,4,0,1,0,3,105,10,91,4,0
,Mandeville,31,1,2,5,23,377,52,318,7,0
,Marksville,80,0,0,6,74,408,77,322,9,
,Monroe,834,5,23,113,693,"3,910","1,340","2,467",103,0
,Montgomery,1,0,0,0,1,2,0,2,0,0
,Morgan City,56,0,5,12,39,414,52,352,10,
,Napoleonville,1,0,0,0,1,1,1,0,0,0
,Natchitoches,163,3,10,19,131,"1,192",509,661,22,7
,New Orleans,"2,748",200,163,"1,059","1,326","14,013","3,857","7,616","2,540",
,Norwood,0,0,0,0,0,1,1,0,0,0
,Oil City,0,0,0,0,0,17,9,5,3,0
,Olla,1,0,0,0,1,35,11,24,0,0
,Opelousas,309,2,17,48,242,"1,379",352,970,57,1
,Pearl River,23,1,3,2,17,78,12,63,3,0
,Plaquemine,74,1,0,7,66,422,62,355,5,0
,Pollock,2,0,0,0,2,12,2,10,0,0
,Ponchatoula,65,0,4,7,54,516,183,325,8,0
,Port Allen,20,2,0,2,16,203,52,144,7,0
,Rayville,29,0,1,1,27,274,58,208,8,0
,Scott,30,0,2,5,23,234,49,173,12,0
,Shreveport,"1,544",17,121,355,"1,051","9,584","2,775","6,371",438,86
,Slidell,123,1,13,32,77,"1,521",232,"1,237",52,0
,Sorrento,2,0,0,0,2,12,1,11,0,0
,Springfield,4,0,0,1,3,6,2,4,0,0
,Sterlington,6,0,2,0,4,9,1,8,0,0
,St. Francisville,18,0,0,1,17,44,5,39,0,0
,St. Gabriel,37,0,1,1,35,117,59,54,4,0
,St. Martinville,48,0,0,1,47,119,28,87,4,0
,Sulphur,184,1,9,8,166,"1,062",316,734,12,6
,Tallulah,75,2,0,3,70,284,76,203,5,0
,Thibodaux,70,1,8,8,53,588,102,473,13,0
,Tickfaw,1,0,0,1,0,15,0,15,0,0
,Vinton,10,0,0,0,10,72,19,50,3,0
,Walker,54,0,4,8,42,340,61,269,10,1
,Westwego,30,0,2,6,22,246,61,177,8,0
,Wilson,0,0,0,0,0,1,1,0,0,0
,Zachary,88,1,1,4,82,280,12,258,10,0
MAINE,Ashland,1,0,0,0,1,7,5,2,0,0
,Auburn,43,0,7,23,13,"1,094",200,876,18,3
,Augusta,69,1,15,15,38,"1,303",252,"1,028",23,4
,Baileyville,11,0,2,2,7,49,18,30,1,0
,Bangor,69,2,9,35,23,"1,672",249,"1,389",34,1
,Bar Harbor,1,0,1,0,0,104,6,95,3,0
,Bath,2,0,0,1,1,341,37,293,11,2
,Belfast,7,0,2,0,5,200,45,149,6,0
,Berwick,3,0,0,1,2,160,41,114,5,6
,Biddeford,79,0,14,21,44,"1,169",244,908,17,6
,Boothbay Harbor,2,0,0,0,2,61,15,46,0,0
,Brewer,6,0,0,3,3,234,21,206,7,0
,Bridgton,2,0,2,0,0,96,19,75,2,0
,Brownville,4,0,0,0,4,14,7,7,0,0
,Brunswick,18,0,8,3,7,609,124,456,29,4
,Bucksport,21,0,4,0,17,111,31,78,2,1
,Buxton,4,0,1,3,0,97,37,59,1,0
,Calais,12,0,3,1,8,145,16,126,3,0
,Camden,5,0,0,3,2,104,17,85,2,0
,Cape Elizabeth,1,0,0,1,0,108,16,90,2,0
,Caribou,4,0,0,3,1,164,36,121,7,1
,Carrabassett Valley,1,0,1,0,0,50,4,46,0,0
,Clinton,3,0,0,0,3,67,24,39,4,0
,Cumberland,6,0,3,0,3,61,11,49,1,0
,Damariscotta,0,0,0,0,0,57,9,48,0,0
,Dexter,7,3,1,0,3,99,19,70,10,0
,Dixfield,1,0,1,0,0,69,17,48,4,0
,Dover-Foxcroft,18,2,2,0,14,125,26,97,2,0
,East Millinocket,0,0,0,0,0,18,1,15,2,0
,Eastport,1,0,0,0,1,9,4,5,0,0
,Eliot,2,0,0,0,2,32,14,18,0,0
,Ellsworth,4,0,0,1,3,277,41,225,11,0
,Fairfield,2,0,1,0,1,261,49,204,8,1
,Falmouth,4,0,2,1,1,187,21,164,2,1
,Farmington,13,1,6,3,3,274,40,232,2,0
,Fort Fairfield,8,0,1,0,7,33,10,22,1,0
,Fort Kent,1,0,0,0,1,10,1,9,0,0
,Freeport,6,0,0,2,4,181,16,162,3,1
,Fryeburg,3,0,3,0,0,36,13,22,1,0
,Gardiner,11,0,5,3,3,169,43,126,0,2
,Gorham,18,0,6,6,6,200,61,126,13,7
,Gouldsboro,0,0,0,0,0,8,3,5,0,0
,Greenville,4,0,1,0,3,38,7,31,0,0
,Hallowell,1,0,0,1,0,82,17,64,1,0
,Hampden,0,0,0,0,0,74,18,54,2,0
,Holden,0,0,0,0,0,49,15,34,0,0
,Houlton,2,0,1,0,1,146,24,119,3,0
,Islesboro,0,0,0,0,0,5,5,0,0,0
,Jay,11,0,5,0,6,106,37,64,5,2
,Kennebunk,5,0,2,1,2,150,46,104,0,2
,Kennebunkport,0,0,0,0,0,70,9,60,1,0
,Kittery,4,0,1,1,2,195,21,170,4,0
,Lewiston,77,3,13,29,32,"1,351",387,943,21,14
,Limestone,4,0,1,0,3,35,16,19,0,0
,Lincoln,1,0,0,1,0,168,43,120,5,0
,Lincolnville,6,0,1,0,5,26,14,12,0,0
,Lisbon,4,0,2,0,2,140,42,93,5,1
,Livermore Falls,8,0,3,3,2,93,28,64,1,4
,Machias,7,0,2,1,4,70,13,57,0,0
,Madawaska,2,0,0,0,2,31,6,25,0,0
,Madison,5,0,2,1,2,150,37,106,7,0
,Mechanic Falls,2,0,0,1,1,60,14,43,3,0
,Mexico,4,0,2,1,1,100,29,70,1,1
,Milbridge,0,0,0,0,0,11,4,7,0,0
,Millinocket,3,0,0,1,2,108,33,74,1,0
,Milo,8,0,1,0,7,65,23,39,3,0
,Monmouth,3,0,2,0,1,65,18,45,2,0
,Mount Desert,1,0,0,0,1,41,5,36,0,0
,Newport,4,0,1,1,2,102,23,77,2,0
,North Berwick,1,0,0,0,1,76,36,36,4,1
,Norway,2,0,1,0,1,199,36,160,3,2
,Oakland,4,0,3,0,1,162,23,135,4,0
,Ogunquit,0,0,0,0,0,26,8,18,0,0
,Old Orchard Beach,9,0,1,3,5,406,123,270,13,3
,Old Town,2,0,1,0,1,213,48,161,4,0
,Orono,2,0,0,1,1,198,28,168,2,1
,Oxford,4,0,3,0,1,175,18,156,1,0
,Paris,7,0,4,1,2,66,13,52,1,0
,Phippsburg,0,0,0,0,0,11,6,4,1,0
,Pittsfield,2,0,0,1,1,85,17,62,6,0
,Portland,190,2,36,92,60,"2,639",441,"2,096",102,18
,Presque Isle,17,0,4,4,9,445,65,380,0,1
,Rangeley,1,0,0,0,1,27,8,19,0,0
,Richmond,0,0,0,0,0,64,24,38,2,0
,Rockland,8,0,2,3,3,357,34,317,6,1
,Rockport,1,0,0,1,0,38,6,31,1,0
,Rumford,10,0,7,2,1,205,50,152,3,0
,Sabattus,3,0,1,1,1,76,24,50,2,0
,Saco,61,0,5,6,50,568,150,394,24,7
,Sanford,56,0,22,8,26,800,124,655,21,3
,Scarborough,10,0,3,4,3,509,81,417,11,1
,Searsport,1,0,1,0,0,59,20,38,1,1
,Skowhegan,18,1,10,2,5,418,53,349,16,1
,South Berwick,0,0,0,0,0,67,18,48,1,3
,South Portland,60,0,5,12,43,860,81,760,19,2
,Southwest Harbor,1,0,0,0,1,38,4,34,0,0
,Swan's Island,0,0,0,0,0,0,0,0,0,0
,Thomaston,2,0,1,0,1,90,14,71,5,0
,Topsham,2,0,0,0,2,175,29,139,7,0
,Van Buren,1,0,1,0,0,6,1,5,0,0
,Veazie,1,0,1,0,0,32,4,27,1,0
,Waldoboro,2,0,2,0,0,79,23,54,2,0
,Washburn,1,0,0,0,1,36,11,25,0,0
,Waterville,47,0,17,11,19,665,85,569,11,6
,Wells,4,0,0,2,2,144,46,96,2,0
,Westbrook,26,1,8,10,7,641,91,524,26,5
,Wilton,15,0,8,1,6,141,55,84,2,0
,Windham,11,0,2,3,6,361,69,286,6,2
,Winslow,11,1,4,2,4,140,24,105,11,2
,Winter Harbor,1,0,0,0,1,3,0,3,0,0
,Winthrop,6,0,1,2,3,171,47,117,7,0
,Wiscasset,1,0,1,0,0,66,18,48,0,0
,Yarmouth,1,0,0,0,1,75,12,61,2,0
,York,5,0,1,1,3,183,57,125,1,1
MARYLAND,Aberdeen,79,1,4,34,40,590,102,458,30,9
,Annapolis,176,1,8,71,96,"1,034",186,779,69,8
,Baltimore,"8,885",196,341,"3,457","4,891","29,824","8,615","17,010","4,199",307
,Baltimore City Sheriff,0,0,0,0,0,0,0,0,0,0
,Bel Air,50,0,0,7,43,377,32,339,6,4
,Berlin,4,0,1,1,2,140,29,111,0,0
,Berwyn Heights,4,0,0,1,3,77,13,58,6,0
,Bladensburg,99,2,6,40,51,444,100,234,110,0
,Boonsboro,1,0,0,0,1,21,7,11,3,0
,Bowie,79,0,2,45,32,834,185,589,60,1
,Brentwood,2,0,0,0,2,18,3,14,1,0
,Brunswick,3,0,0,0,3,79,17,59,3,0
,Cambridge,97,0,7,16,74,639,111,506,22,0
,Capitol Heights,17,1,2,4,10,82,30,32,20,3
,Centreville,3,0,0,1,2,65,10,53,2,0
,Chestertown,40,0,4,7,29,148,52,91,5,0
,Cheverly,26,0,0,8,18,181,44,106,31,0
,Chevy Chase Village,0,0,0,0,0,85,14,66,5,0
,Colmar Manor,12,0,1,6,5,41,5,34,2,0
,Cottage City,6,0,1,1,4,41,10,24,7,0
,Crisfield,13,0,1,2,10,48,10,38,0,0
,Cumberland,153,0,16,42,95,"1,425",319,"1,081",25,6
,Delmar,9,0,0,3,6,94,23,67,4,1
,Denton,16,0,0,8,8,192,58,132,2,1
,District Heights,19,0,0,7,12,187,37,117,33,0
,Easton,61,0,4,18,39,543,114,417,12,2
,Edmonston,5,1,0,2,2,70,11,47,12,0
,Elkton,267,2,14,76,175,"1,241",226,979,36,7
,Fairmount Heights,1,0,0,0,1,16,6,4,6,0
,Federalsburg,42,0,2,6,34,130,28,99,3,3
,Forest Heights,17,2,0,5,10,72,44,25,3,0
,Frederick,306,2,19,96,189,"1,787",235,"1,474",78,14
,Frostburg,14,1,4,5,4,213,63,147,3,1
,Fruitland,48,0,0,5,43,225,44,177,4,2
,Glenarden,23,0,0,8,15,154,38,95,21,0
,Greenbelt,133,0,7,90,36,965,254,596,115,0
,Greensboro,6,0,0,1,5,65,25,37,3,0
,Hagerstown,188,1,2,76,109,"1,510",382,"1,054",74,31
,Hampstead,5,0,0,2,3,81,13,66,2,2
,Hancock,18,0,0,0,18,63,8,52,3,1
,Havre de Grace,49,0,4,8,37,338,51,275,12,2
,Hurlock,10,0,2,0,8,103,43,56,4,0
,Hyattsville,112,1,2,81,28,"1,296",150,"1,058",88,0
,Landover Hills,8,0,0,3,5,35,7,19,9,0
,La Plata,47,0,0,6,41,335,35,285,15,0
,Laurel,177,1,4,50,122,889,145,622,122,2
,Lonaconing,0,0,0,0,0,3,0,2,1,0
,Luke,0,0,0,0,0,0,0,0,0,0
,Manchester,3,0,0,0,3,46,12,32,2,2
,Morningside,14,0,0,6,8,76,26,43,7,0
,Mount Rainier,66,2,1,37,26,342,52,219,71,0
,New Carrollton,51,1,0,23,27,302,82,175,45,0
,North East,9,0,0,6,3,145,31,109,5,5
,Oakland,1,0,0,0,1,32,1,31,0,0
,Ocean City,93,0,4,20,69,"1,336",189,"1,135",12,2
,Ocean Pines,5,0,0,2,3,121,25,93,3,0
,Oxford,0,0,0,0,0,1,0,1,0,0
,Perryville,5,0,0,1,4,123,23,91,9,0
,Pocomoke City,44,0,0,2,42,191,39,148,4,2
,Port Deposit,2,0,0,1,1,34,8,26,0,2
,Preston,1,0,0,0,1,2,0,1,1,1
,Princess Anne,27,1,1,11,14,120,34,84,2,1
,Ridgely,16,0,0,3,13,103,23,80,0,3
,Rising Sun,3,0,0,2,1,76,8,67,1,0
,Riverdale Park,54,0,0,31,23,256,60,152,44,0
,Rock Hall,0,0,0,0,0,39,16,23,0,0
,Salisbury,369,1,23,74,271,"1,832",402,"1,369",61,8
,Seat Pleasant,21,1,0,7,13,190,53,102,35,1
,Smithsburg,2,0,0,1,1,18,4,14,0,0
,Snow Hill,12,0,0,0,12,40,8,32,0,0
,St. Michaels,8,0,0,3,5,45,10,35,0,0
,Sykesville,1,0,0,0,1,49,7,41,1,1
,Takoma Park,61,0,3,32,26,503,109,317,77,4
,Taneytown,2,0,0,0,2,113,15,97,1,3
,Thurmont,10,0,1,1,8,96,35,60,1,1
,Trappe,0,0,0,0,0,22,1,21,0,1
,University Park,1,0,0,1,0,67,6,56,5,0
,Upper Marlboro,0,0,0,0,0,35,14,16,5,
,Westminster,95,0,0,19,76,711,112,581,18,8
MASSACHUSETTS,Abington,22,0,1,6,15,351,102,226,23,1
,Acton,33,0,0,2,31,201,23,173,5,0
,Acushnet,16,0,0,3,13,120,43,72,5,0
,Adams,26,0,6,1,19,200,65,124,11,0
,Agawam,41,0,5,3,33,199,55,114,30,5
,Amesbury,28,0,4,2,22,249,43,190,16,1
,Amherst,82,0,19,4,59,384,179,187,18,0
,Andover,14,2,2,5,5,309,52,233,24,3
,Arlington,52,0,2,7,43,626,133,458,35,1
,Ashburnham,10,0,2,0,8,68,18,48,2,0
,Ashby,4,0,0,1,3,24,20,2,2,0
,Ashfield,1,0,0,0,1,17,1,16,0,0
,Ashland,19,0,3,2,14,160,53,98,9,1
,Athol,54,0,6,4,44,296,89,197,10,1
,Attleboro,168,1,7,20,140,927,249,607,71,3
,Auburn,50,0,2,7,41,611,69,517,25,2
,Avon,7,1,0,3,3,196,34,158,4,0
,Ayer,19,0,2,1,16,177,89,86,2,2
,Barnstable,303,1,28,32,242,"1,278",360,855,63,4
,Barre,29,0,1,0,28,108,35,71,2,0
,Becket,1,0,0,0,1,57,47,10,0,0
,Bedford,5,0,0,1,4,144,32,111,1,0
,Bellingham,29,0,2,5,22,341,38,288,15,0
,Belmont,23,0,5,3,15,289,94,180,15,0
,Berkley,4,0,0,1,3,109,49,55,5,2
,Bernardston,4,0,0,0,4,12,6,5,1,1
,Beverly,92,1,2,9,80,743,130,584,29,2
,Billerica,58,0,10,7,41,619,124,467,28,4
,Blackstone,15,0,1,0,14,135,19,103,13,0
,Boston,"5,252",63,271,"1,904","3,014","19,445","3,482","14,064","1,899",
,Bourne,61,0,6,9,46,537,225,295,17,1
,Boxborough,6,0,0,1,5,47,13,32,2,0
,Boxford,1,0,0,1,0,28,13,15,0,0
,Boylston,2,0,0,0,2,50,19,31,0,0
,Brewster,25,0,5,2,18,223,59,159,5,0
,Brockton,"1,160",9,61,232,858,"3,229","1,037","1,805",387,19
,Brookline,124,0,1,29,94,832,178,634,20,0
,Cambridge,479,5,24,152,298,"3,159",539,"2,465",155,8
,Canton,26,0,0,4,22,301,75,210,16,2
,Carlisle,0,0,0,0,0,19,12,7,0,0
,Carver,30,0,2,2,26,271,95,166,10,6
,Chatham,11,0,3,0,8,126,20,102,4,0
,Chelmsford,32,0,1,4,27,520,60,441,19,1
,Chelsea,617,2,33,228,354,"1,353",394,770,189,4
,Cheshire,3,0,0,0,3,6,2,4,0,
,Chicopee,257,1,25,44,187,"1,628",436,"1,046",146,6
,Chilmark,1,0,0,0,1,20,4,16,0,0
,Cohasset,11,0,3,0,8,79,30,45,4,0
,Cummington,0,0,0,0,0,3,3,0,0,0
,Dalton,17,0,1,0,16,66,20,35,11,1
,Danvers,60,1,1,10,48,852,88,739,25,3
,Dartmouth,68,0,2,17,49,881,159,688,34,4
,Dedham,21,0,0,3,18,670,72,573,25,0
,Deerfield,13,0,0,1,12,100,49,50,1,0
,Dennis,64,0,5,6,53,541,208,324,9,4
,Dighton,4,0,2,0,2,38,15,21,2,0
,Douglas,11,0,0,0,11,63,26,35,2,0
,Dover,2,0,0,0,2,34,8,26,0,0
,Dracut,13,0,1,11,1,274,12,232,30,0
,Dudley,22,0,3,2,17,78,37,40,1,0
,Duxbury,5,0,0,0,5,94,15,79,0,0
