Table 8,,,,,,,,,,,
Offenses Known to Law Enforcement,,,,,,,,,,,
"by State by City, 2014",,,,,,,,,,,
State,City,"Violent
crime","Murder and
nonnegligent
manslaughter","Rape
(revised
definition)1",Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson3
,Clarinda,19,0,2,0,17,157,34,116,7,0
,Clear Lake,16,0,0,1,15,255,69,175,11,0
,Clinton,165,0,17,22,126,"1,218",229,919,70,10
,Clive,19,1,2,0,16,365,40,296,29,1
,Coralville,21,0,6,9,6,563,46,502,15,3
,Council Bluffs,338,1,47,72,218,"4,108",744,"2,906",458,27
,Cresco,3,0,1,0,2,57,14,40,3,0
,Creston,21,1,0,0,20,148,48,97,3,0
,Davenport,636,2,100,166,368,"4,190",932,"3,008",250,19
,Decorah,1,0,0,0,1,97,5,89,3,0
,Des Moines,"1,250",9,87,267,887,"8,841","1,888","6,083",870,17
,De Witt,10,0,1,0,9,74,32,38,4,0
,Dubuque,145,0,27,20,98,"1,513",383,"1,071",59,22
,Dyersville,6,0,0,0,6,46,5,37,4,1
,Eagle Grove,7,0,1,0,6,42,12,25,5,0
,Eldridge,8,0,3,0,5,21,4,15,2,0
,Emmetsburg,22,0,0,0,22,43,9,31,3,1
,Estherville,22,1,2,0,19,68,25,40,3,0
,Evansdale,16,0,3,1,12,126,68,52,6,1
,Fairfield,9,0,2,2,5,285,79,196,10,1
,Forest City,12,0,4,1,7,50,16,31,3,1
,Fort Dodge,168,1,13,14,140,"1,221",187,986,48,11
,Fort Madison,57,0,12,0,45,215,45,159,11,3
,Glenwood,21,0,3,1,17,81,31,46,4,0
,Grinnell,26,1,4,0,21,232,59,169,4,6
,Hawarden,2,0,1,0,1,24,14,9,1,0
,Hiawatha,5,0,0,3,2,164,62,92,10,1
,Humboldt,6,0,0,1,5,27,6,19,2,1
,Independence,2,0,0,0,2,39,11,27,1,1
,Indianola,80,0,13,2,65,351,86,248,17,16
,Iowa City,213,1,31,51,130,"1,756",269,"1,411",76,6
,Iowa Falls,5,0,3,1,1,119,8,110,1,1
,Jefferson,5,0,0,0,5,57,13,39,5,0
,Johnston,17,0,5,2,10,173,29,131,13,0
,Keokuk,94,0,4,1,89,440,115,308,17,0
,Le Claire,8,0,1,0,7,32,13,17,2,0
,Le Mars,17,0,10,2,5,225,46,170,9,2
,Manchester,13,0,0,0,13,92,16,72,4,0
,Maquoketa,10,0,7,0,3,188,52,129,7,0
,Marengo,5,0,0,0,5,6,4,1,1,0
,Marion,49,0,11,8,30,526,113,396,17,3
,Marshalltown,154,1,6,6,141,804,145,617,42,3
,Mason City,26,0,5,5,16,943,217,699,27,3
,Monticello,10,0,0,0,10,42,12,26,4,0
,Mount Pleasant,11,0,1,0,10,253,70,174,9,1
,Mount Vernon,1,0,1,0,0,61,2,58,1,0
,Muscatine,140,3,17,7,113,462,93,350,19,8
,New Hampton,5,0,0,0,5,23,6,16,1,1
,Newton,55,0,10,5,40,583,133,428,22,4
,North Liberty,53,0,7,2,44,133,22,104,7,1
,Norwalk,1,0,1,0,0,90,5,79,6,0
,Oelwein,39,0,1,1,37,142,31,106,5,1
,Ogden,5,0,1,0,4,16,2,14,0,0
,Onawa,12,0,1,0,11,58,12,45,1,2
,Orange City,1,0,0,0,1,38,14,24,0,0
,Osage,2,0,0,0,2,41,13,27,1,0
,Osceola,8,0,0,0,8,88,23,59,6,1
,Ottumwa,72,1,14,6,51,"1,073",190,819,64,18
,Pella,17,0,0,0,17,166,26,131,9,1
,Perry,44,0,3,0,41,161,26,128,7,0
,Pleasant Hill,10,0,1,0,9,95,24,66,5,1
,Polk City,0,0,0,0,0,34,6,26,2,0
,Prairie City,5,0,0,0,5,29,14,14,1,0
,Red Oak,18,1,3,0,14,156,50,100,6,2
,Sergeant Bluff,10,0,0,0,10,92,20,69,3,0
,Sheldon,14,0,4,0,10,86,26,53,7,0
,Shenandoah,1,0,0,0,1,47,5,39,3,0
,Sioux City,289,1,45,41,202,"3,166",533,"2,427",206,18
,Spencer,16,0,16,0,0,260,90,163,7,1
,Spirit Lake,6,0,2,0,4,105,21,80,4,1
,State Center,4,0,0,0,4,8,0,8,0,0
,Storm Lake,51,1,4,2,44,217,40,176,1,4
,Story City,1,0,0,0,1,29,5,23,1,0
,Tipton,1,0,0,0,1,63,12,51,0,0
,Toledo,9,0,1,0,8,46,8,34,4,0
,Urbandale,84,0,14,4,66,697,69,586,42,1
,Vinton,4,0,1,0,3,60,17,42,1,1
,Walcott,2,0,0,0,2,5,3,2,0,0
,Washington,40,0,3,3,34,70,15,48,7,1
,Waterloo,653,6,84,65,498,"2,673",795,"1,755",123,30
,Waukee,14,0,2,0,12,147,29,113,5,0
,Waukon,0,0,0,0,0,2,0,2,0,0
,Waverly,55,0,1,0,54,151,31,112,8,0
,Webster City,25,1,4,1,19,144,33,103,8,2
,West Burlington,5,0,0,0,5,254,20,229,5,1
,West Des Moines,116,0,17,15,84,"1,562",136,"1,363",63,3
,West Liberty,5,0,1,0,4,33,6,26,1,0
,Williamsburg,0,0,0,0,0,21,2,18,1,0
,Wilton,7,0,0,0,7,16,3,10,3,0
,Windsor Heights,8,0,2,0,6,184,10,171,3,0
,Winterset,11,0,4,0,7,81,23,55,3,0
KANSAS,Abilene,14,0,5,1,8,135,30,99,6,0
,Andover,17,0,5,0,12,279,38,228,13,0
,Anthony,15,0,5,0,10,58,19,39,0,0
,Arkansas City,63,1,8,3,51,478,98,361,19,3
,Arma,9,0,2,0,7,22,4,17,1,2
,Atchison,38,0,5,2,31,386,91,275,20,3
,Atwood,2,0,1,0,1,12,2,10,0,0
,Basehor,8,0,1,0,7,49,11,33,5,1
,Baxter Springs,13,0,0,0,13,131,25,101,5,2
,Bel Aire,11,0,0,2,9,73,21,45,7,4
,Belleville,7,0,0,0,7,61,34,24,3,0
,Beloit,15,0,2,0,13,43,12,27,4,0
,Bonner Springs,26,0,2,3,21,276,34,213,29,2
,Bucklin,0,0,0,0,0,0,0,0,0,0
,Burlington,3,0,0,0,3,48,7,40,1,0
,Burrton,0,0,0,0,0,7,2,5,0,0
,Bushton,0,0,0,0,0,0,0,0,0,0
,Cheney,2,0,1,0,1,25,2,18,5,0
,Clay Center,9,0,2,1,6,108,35,70,3,0
,Clearwater,5,0,2,0,3,42,9,31,2,0
,Coffeyville,110,0,9,11,90,743,202,511,30,3
,Colby,26,0,1,1,24,150,34,108,8,0
,Columbus,8,0,1,0,7,92,23,65,4,1
,Concordia,33,0,6,0,27,206,61,140,5,0
,Council Grove,5,0,0,0,5,37,9,27,1,0
,Derby,22,0,5,1,16,565,79,444,42,0
,Dodge City,117,2,18,8,89,773,148,579,46,5
,Edwardsville,16,0,6,0,10,114,20,79,15,0
,El Dorado8,36,0,5,2,29,,,252,28,2
,Ellis,3,0,0,0,3,19,2,16,1,1
,Ellsworth,5,0,2,0,3,38,10,26,2,0
,Fairway,1,0,0,0,1,45,5,35,5,0
,Fort Scott,65,0,9,1,55,365,95,254,16,2
,Fredonia,13,0,1,0,12,54,16,36,2,0
,Frontenac,4,0,1,0,3,58,24,25,9,0
,Galena,7,0,3,0,4,127,41,69,17,4
,Garden City,169,2,23,7,137,811,79,700,32,4
,Garden Plain,0,0,0,0,0,6,1,4,1,0
,Garnett,15,0,1,0,14,72,23,46,3,1
,Girard,5,0,2,0,3,45,15,26,4,0
,Goddard,2,0,0,0,2,68,6,56,6,1
,Goodland,16,0,1,0,15,100,21,75,4,1
,Grandview Plaza,14,0,1,2,11,34,5,28,1,0
,Great Bend,80,0,8,3,69,889,222,626,41,5
,Halstead,2,0,0,0,2,64,23,39,2,0
,Haven,3,0,0,0,3,17,5,12,0,0
,Hays,57,1,9,3,44,443,55,364,24,1
,Haysville,28,0,6,0,22,289,89,182,18,4
,Herington,4,0,1,0,3,56,18,34,4,0
,Hesston,4,0,0,0,4,60,14,41,5,0
,Hiawatha,12,0,3,0,9,111,18,91,2,1
,Hoisington,8,0,2,0,6,91,33,53,5,0
,Holcomb,1,0,0,1,0,30,6,23,1,0
,Holton,7,0,1,0,6,57,15,38,4,0
,Horton,2,0,0,0,2,34,11,20,3,0
,Hugoton,2,0,2,0,0,11,0,11,0,0
,Inman,0,0,0,0,0,11,4,7,0,1
,Iola,13,0,3,0,10,189,29,155,5,3
,Junction City,129,2,17,12,98,587,101,457,29,10
,Kansas City,"1,060",25,233,254,548,"7,316","1,663","4,697",956,61
,Kingman,10,1,0,1,8,51,17,32,2,0
,Lansing,33,0,3,0,30,126,29,87,10,1
,Larned,16,0,2,0,14,117,30,82,5,1
,Leavenworth,248,2,23,38,185,"1,175",251,847,77,10
,Leawood,23,0,2,1,20,408,72,323,13,0
,Lebo,0,0,0,0,0,0,0,0,0,0
,Lenexa,56,2,8,6,40,807,84,631,92,1
,Liberal,80,1,19,8,52,586,102,459,25,6
,Lindsborg,3,0,1,0,2,65,16,47,2,1
,Little River,0,0,0,0,0,2,1,0,1,0
,Louisburg,5,0,1,1,3,47,7,34,6,1
,Maize,7,0,1,0,6,92,11,80,1,0
,Marion,6,0,2,0,4,22,9,13,0,0
,Marysville,12,0,2,0,10,103,21,68,14,0
,McLouth,1,0,0,0,1,20,3,17,0,0
,McPherson8,27,0,7,1,19,,,321,22,2
,Medicine Lodge,7,0,1,0,6,44,10,28,6,0
,Minneapolis,0,0,0,0,0,30,11,19,0,0
,Mission Hills,0,0,0,0,0,56,16,34,6,1
,Moran,0,0,0,0,0,0,0,0,0,0
,Mulvane,7,0,2,0,5,138,13,121,4,2
,Neodesha,2,0,0,0,2,51,10,41,0,0
,North Newton,2,0,2,0,0,7,1,5,1,1
,Norton,3,0,1,0,2,41,11,28,2,0
,Oakley,3,0,0,0,3,26,2,22,2,0
,Oberlin,2,0,1,0,1,7,2,5,0,0
,Olathe,101,0,37,15,49,"1,746",199,"1,388",159,
,Osage City,2,0,0,0,2,44,12,29,3,0
,Osawatomie,15,0,3,2,10,111,23,81,7,3
,Oswego,4,0,0,0,4,9,3,5,1,0
,Ottawa,33,0,5,0,28,381,66,286,29,4
,Overland Park,327,6,127,29,165,"3,033",384,"2,130",519,9
,Oxford,4,0,0,0,4,4,1,2,1,0
,Paola,6,0,1,1,4,179,23,148,8,2
,Park City,12,0,2,0,10,168,29,123,16,0
,Peabody,0,0,0,0,0,28,12,10,6,0
,Pittsburg,53,0,7,12,34,"1,169",198,901,70,3
,Plainville,4,0,1,0,3,6,2,3,1,0
,Prairie Village,9,0,1,3,5,224,36,172,16,0
,Pratt,12,0,1,1,10,213,53,151,9,4
,Rose Hill,6,0,2,0,4,56,9,47,0,2
,Russell,20,0,7,0,13,62,16,39,7,0
,Scott City,15,0,3,0,12,33,10,19,4,0
,Seneca,1,0,0,0,1,12,3,8,1,0
,Shawnee,103,0,21,13,69,"1,051",180,750,121,7
,South Hutchinson,4,0,0,0,4,71,11,59,1,0
,Sterling,2,0,0,0,2,54,35,19,0,1
,St. John,6,0,0,0,6,15,4,11,0,0
,St. Marys,3,0,0,1,2,28,8,19,1,1
,Tonganoxie,7,0,0,0,7,80,27,49,4,1
,Topeka,651,6,66,198,381,"6,260","1,007","4,672",581,5
,Ulysses,15,0,0,0,15,93,36,50,7,0
,Valley Center,6,0,2,1,3,106,9,91,6,2
,Victoria,0,0,0,0,0,2,2,0,0,0
,Wa Keeney,2,0,0,0,2,16,4,12,0,0
,Wamego,7,0,0,1,6,66,8,54,4,0
,Wathena,3,0,1,0,2,30,8,19,3,1
,Wellington,29,1,5,0,23,301,83,199,19,1
,Wellsville,2,0,0,0,2,23,6,16,1,1
,Westwood,0,0,0,0,0,36,11,23,2,0
,Winfield,23,0,6,1,16,413,87,305,21,1
KENTUCKY,Adairville,1,0,0,0,1,2,0,2,0,0
,Albany,0,0,0,0,0,0,0,0,0,0
,Alexandria,6,0,1,4,1,182,15,161,6,0
,Anchorage,0,0,0,0,0,33,10,20,3,0
,Ashland,51,0,10,18,23,"1,074",160,881,33,5
,Auburn,0,0,0,0,0,17,1,15,1,0
,Audubon Park,1,0,0,1,0,62,16,43,3,0
,Augusta,2,0,0,0,2,29,5,24,0,0
,Barbourville,0,0,0,0,0,23,11,9,3,2
,Bardstown,19,0,3,6,10,354,99,244,11,0
,Bardwell,0,0,0,0,0,0,0,0,0,0
,Beattyville,0,0,0,0,0,4,4,0,0,0
,Beaver Dam,2,0,0,1,1,31,1,30,0,0
,Bellefonte,0,0,0,0,0,2,0,0,2,0
,Bellevue,12,0,3,5,4,188,35,143,10,0
,Benham,0,0,0,0,0,0,0,0,0,0
,Benton,4,0,0,2,2,87,28,58,1,1
,Berea,11,0,5,1,5,319,105,205,9,2
,Bloomfield,0,0,0,0,0,7,1,6,0,0
,Bowling Green,201,1,49,64,87,"2,938",440,"2,384",114,2
,Brandenburg,4,0,0,1,3,31,10,19,2,0
,Brownsville,1,0,0,0,1,5,0,4,1,0
,Burkesville,0,0,0,0,0,10,3,5,2,0
,Burnside,2,0,0,2,0,76,13,63,0,1
,Cadiz,5,0,0,3,2,90,20,67,3,0
,Calvert City,1,0,0,0,1,50,19,29,2,0
,Campbellsville,18,0,6,6,6,388,100,271,17,1
,Carlisle,0,0,0,0,0,29,11,16,2,0
,Carrollton,7,0,1,1,5,68,14,48,6,2
,Catlettsburg,2,0,1,0,1,45,9,35,1,0
,Cave City,2,0,0,0,2,35,13,21,1,0
,Centertown,0,0,0,0,0,1,0,1,0,0
,Central City,9,0,5,1,3,60,3,55,2,0
,Clarkson,0,0,0,0,0,12,7,5,0,0
,Clay,0,0,0,0,0,1,0,1,0,0
,Clay City,1,0,0,0,1,44,5,36,3,0
,Clinton,3,0,0,0,3,12,3,9,0,0
,Cloverport,0,0,0,0,0,0,0,0,0,0
,Coal Run Village,1,0,0,1,0,53,4,49,0,0
,Cold Spring,5,0,2,3,0,152,10,138,4,0
,Columbia,3,0,1,0,2,50,19,29,2,0
,Corbin,19,0,4,6,9,242,41,183,18,1
,Covington,207,2,35,97,73,"1,680",427,"1,138",115,10
,Cumberland,4,0,0,0,4,12,3,6,3,0
,Cynthiana,17,0,2,11,4,226,35,181,10,1
,Danville,31,0,3,18,10,434,97,326,11,1
,Dawson Springs,1,0,0,0,1,39,20,17,2,0
,Dayton,13,0,3,5,5,243,56,172,15,1
,Dry Ridge,2,0,0,0,2,17,3,13,1,0
,Earlington,0,0,0,0,0,0,0,0,0,0
,Eddyville,0,0,0,0,0,38,8,30,0,0
,Edgewood,1,0,0,1,0,147,11,130,6,0
,Edmonton,1,0,0,0,1,4,3,1,0,0
,Elizabethtown,41,0,16,8,17,"1,069",154,886,29,1
,Elkton,3,0,0,2,1,25,7,16,2,0
,Elsmere,16,0,3,6,7,177,41,121,15,0
,Eminence,1,0,0,0,1,22,9,12,1,0
,Erlanger,22,0,7,9,6,522,74,411,37,0
,Evarts,1,0,0,1,0,16,6,10,0,0
,Falmouth,0,0,0,0,0,37,13,21,3,0
,Ferguson,0,0,0,0,0,4,0,4,0,0
,Flatwoods,0,0,0,0,0,37,15,16,6,0
,Flemingsburg,1,0,0,1,0,30,15,14,1,0
,Florence,62,0,14,34,14,"1,480",163,"1,271",46,5
,Fort Mitchell,4,0,0,4,0,124,20,99,5,0
,Fort Thomas,6,0,0,0,6,117,25,90,2,0
,Fort Wright,3,0,0,2,1,183,31,150,2,0
,Frankfort,94,0,11,42,41,"1,022",202,763,57,5
,Franklin,23,1,5,8,9,297,58,231,8,1
,Fulton,6,0,0,2,4,78,14,62,2,0
,Gamaliel,0,0,0,0,0,0,0,0,0,0
,Georgetown,62,0,13,26,23,936,119,788,29,0
,Glasgow,22,0,2,7,13,456,72,363,21,0
,Graymoor-Devondale,2,0,0,0,2,30,11,17,2,0
,Grayson,4,0,0,1,3,88,34,49,5,0
,Greensburg,2,0,1,0,1,28,5,23,0,0
,Greenup,0,0,0,0,0,1,0,1,0,0
,Greenville,5,0,1,1,3,19,2,13,4,0
,Guthrie,3,0,1,2,0,15,7,5,3,0
,Hardinsburg,2,0,1,0,1,11,6,5,0,0
,Harlan,4,0,1,2,1,90,10,79,1,1
,Harrodsburg,9,0,4,1,4,274,72,192,10,2
,Hartford,0,0,0,0,0,17,10,6,1,0
,Hawesville,1,0,1,0,0,7,1,5,1,0
,Hazard,13,0,1,5,7,331,42,286,3,1
,Henderson,65,1,14,11,39,981,200,724,57,0
,Heritage Creek,0,0,0,0,0,1,0,1,0,0
,Highland Heights,4,0,0,2,2,71,12,57,2,0
,Hillview,10,0,1,4,5,155,50,98,7,0
,Hodgenville,2,0,0,0,2,11,6,5,0,0
,Hopkinsville,102,3,16,40,43,"1,021",220,763,38,2
,Horse Cave,0,0,0,0,0,0,0,0,0,0
,Hurstbourne Acres,0,0,0,0,0,5,1,4,0,0
,Independence,13,1,6,3,3,203,47,148,8,1
,Indian Hills,1,0,0,0,1,25,10,15,0,0
,Inez,0,0,0,0,0,6,2,3,1,0
,Irvine,0,0,0,0,0,3,1,2,0,0
,Irvington,1,0,0,0,1,4,0,0,4,0
,Jackson,2,0,0,0,2,29,13,12,4,1
,Jamestown,2,0,0,1,1,13,8,5,0,0
,Jeffersontown,35,0,5,24,6,637,129,473,35,0
,Jenkins,0,0,0,0,0,0,0,0,0,0
,Junction City,2,0,0,1,1,0,0,0,0,0
,La Center,0,0,0,0,0,8,2,4,2,1
,La Grange,13,1,4,4,4,121,19,98,4,0
,Lakeside Park-Crestview Hills,2,0,0,1,1,108,19,87,2,0
,Lancaster,6,0,2,2,2,116,29,83,4,2
,Lawrenceburg,10,0,0,2,8,81,30,48,3,1
,Lebanon,10,0,2,3,5,103,29,71,3,0
,Lebanon Junction,4,0,0,2,2,32,11,18,3,0
,Leitchfield,15,0,4,1,10,245,61,171,13,1
,Lewisburg,0,0,0,0,0,4,0,4,0,0
,Lewisport,0,0,0,0,0,5,0,5,0,0
,Lexington,"1,041",20,134,554,333,"12,134","2,393","8,816",925,43
,Liberty,0,0,0,0,0,11,5,6,0,0
,London,15,0,6,7,2,270,37,223,10,0
,Louisa,3,0,0,0,3,22,9,11,2,0
,"Louisville Metro6, 7","4,005",56,184,"1,531","2,234","28,364","6,417","19,669","2,278",
,Loyall,1,0,0,0,1,6,1,5,0,0
,Ludlow,10,0,4,4,2,142,44,88,10,0
,Lynch,0,0,0,0,0,0,0,0,0,0
,Lynnview,0,0,0,0,0,0,0,0,0,0
,Madisonville,19,1,3,2,13,393,83,288,22,2
,Manchester,5,0,0,0,5,22,4,16,2,0
,Marion,4,0,3,0,1,54,12,40,2,2
,Martin,1,0,0,1,0,6,1,4,1,0
,Mayfield,13,0,1,4,8,285,61,216,8,0
,Maysville,18,0,8,3,7,335,68,265,2,1
,McKee,0,0,0,0,0,0,0,0,0,0
,Meadow Vale,0,0,0,0,0,2,0,2,0,0
,Middlesboro,15,1,2,5,7,656,53,591,12,2
,Monticello,11,0,0,4,7,125,49,71,5,0
,Morehead,4,1,1,1,1,155,18,127,10,0
,Morganfield,3,0,0,2,1,40,10,29,1,0
,Morgantown,6,0,3,0,3,62,19,39,4,0
,Mortons Gap,0,0,0,0,0,4,0,4,0,0
,Mount Sterling,10,0,2,3,5,356,46,302,8,0
,Mount Vernon,3,0,0,2,1,22,11,11,0,0
,Mount Washington,5,0,1,1,3,116,33,70,13,1
,Muldraugh,2,0,0,0,2,16,3,9,4,0
,Munfordville,1,0,1,0,0,25,11,13,1,0
,Murray,25,0,7,8,10,556,105,424,27,2
,New Haven,0,0,0,0,0,0,0,0,0,0
,Newport,76,1,12,34,29,941,166,726,49,4
,Nicholasville,52,0,8,29,15,"1,071",212,817,42,3
,Northfield,0,0,0,0,0,14,0,14,0,0
,Nortonville,0,0,0,0,0,0,0,0,0,0
,Oak Grove,18,2,3,7,6,282,96,179,7,1
,Olive Hill,0,0,0,0,0,20,6,12,2,0
,Owensboro,122,0,28,41,53,"2,252",385,"1,763",104,7
,Owenton,0,0,0,0,0,12,0,10,2,0
,Owingsville,1,0,0,0,1,7,4,3,0,0
,Paducah,80,2,20,37,21,"1,358",147,"1,165",46,4
,Paintsville,4,0,0,2,2,72,7,62,3,0
,Paris,16,0,2,5,9,241,52,179,10,2
,Park Hills,1,0,0,0,1,55,14,36,5,0
,Pembroke,2,0,2,0,0,8,2,4,2,0
,Perryville,0,0,0,0,0,1,0,1,0,0
,Pewee Valley,0,0,0,0,0,3,1,2,0,0
,Pikeville,9,0,6,3,0,574,50,516,8,2
,Pineville,4,0,1,0,3,33,7,24,2,0
,Pioneer Village,1,0,0,0,1,17,3,14,0,0
,Powderly,1,0,0,0,1,9,1,8,0,0
,Prestonsburg,8,0,2,1,5,78,20,54,4,0
,Princeton,18,0,6,9,3,160,45,101,14,1
,Prospect,1,0,0,1,0,23,3,20,0,0
,Providence,3,0,1,0,2,29,12,16,1,0
,Raceland,1,0,0,0,1,16,4,11,1,0
,Radcliff,51,0,20,16,15,536,139,385,12,3
,Ravenna,0,0,0,0,0,7,2,5,0,0
,Richmond,101,3,15,53,30,"1,264",241,982,41,6
,Russell,3,0,0,1,2,50,7,42,1,0
,Russell Springs,3,0,1,0,2,61,16,40,5,0
,Russellville,15,1,2,3,9,203,41,155,7,1
,Sadieville,0,0,0,0,0,1,1,0,0,0
,Salyersville,1,0,0,1,0,9,6,2,1,1
,Science Hill,0,0,0,0,0,3,1,2,0,0
,Scottsville,3,0,2,0,1,96,22,72,2,0
,Shelbyville,25,0,1,11,13,280,60,201,19,1
,Shepherdsville,23,0,3,9,11,316,55,228,33,1
,Shively,66,1,1,48,16,632,153,405,74,1
,Silver Grove,0,0,0,0,0,29,8,20,1,0
,Simpsonville,6,0,0,0,6,42,4,38,0,0
,Smiths Grove,0,0,0,0,0,4,0,4,0,0
,Somerset,32,1,5,12,14,649,70,555,24,3
,Southgate,4,0,0,2,2,29,8,18,3,0
,South Shore,0,0,0,0,0,2,0,0,2,0
,Springfield,3,0,0,1,2,17,10,6,1,0
,Stamping Ground,0,0,0,0,0,4,0,4,0,0
,Stanford,0,0,0,0,0,8,4,4,0,0
,Stanton,3,0,0,0,3,44,9,30,5,0
,St. Matthews,34,0,0,26,8,687,80,579,28,2
,Strathmoor Village,0,0,0,0,0,1,0,1,0,0
,Sturgis,3,0,0,2,1,11,2,8,1,0
,Taylor Mill,6,0,0,2,4,62,7,51,4,1
,Taylorsville,2,0,0,0,2,22,1,20,1,0
,Tompkinsville,0,0,0,0,0,0,0,0,0,0
,Trenton,0,0,0,0,0,2,0,2,0,0
,Uniontown,0,0,0,0,0,16,5,10,1,0
,Vanceburg,0,0,0,0,0,6,2,4,0,0
,Versailles,14,1,2,3,8,433,110,297,26,0
,Villa Hills,1,0,1,0,0,58,17,40,1,0
,Vine Grove,5,0,2,0,3,74,20,47,7,0
,Warsaw,0,0,0,0,0,4,1,2,1,0
,Wayland,1,0,0,0,1,1,0,1,0,0
,West Buechel,7,0,0,7,0,381,10,363,8,0
,West Liberty,3,0,1,0,2,16,4,12,0,0
,West Point,2,0,0,0,2,27,5,16,6,0
,Wheelwright,0,0,0,0,0,0,0,0,0,0
,Whitesburg,0,0,0,0,0,6,2,2,2,0
,Wilder,5,0,0,0,5,51,4,44,3,0
,Williamsburg,9,0,3,4,2,68,13,48,7,0
,Williamstown,2,0,0,2,0,78,16,56,6,1
,Wilmore,6,0,4,0,2,63,13,49,1,0
,Winchester,42,1,6,19,16,835,113,680,42,0
,Worthington,0,0,0,0,0,1,0,1,0,0
LOUISIANA,Abbeville6,129,1,11,26,91,539,213,308,18,0
,Addis,5,0,0,0,5,3,0,3,0,0
,Alexandria6,858,9,9,170,670,"3,761","1,073","2,484",204,0
,Baker,25,0,4,4,17,381,86,270,25,0
,Baldwin,1,0,0,1,0,62,5,57,0,0
,Ball,1,0,0,0,1,33,15,15,3,0
,Bastrop6,141,2,7,28,104,"1,327",412,872,43,3
,Baton Rouge,"2,120",53,73,852,"1,142","10,270","2,772","6,986",512,153
,Berwick6,6,0,0,2,4,88,33,53,2,
,Blanchard6,2,0,0,0,2,32,3,27,2,0
,Bogalusa6,106,4,12,17,73,672,199,430,43,0
,Bossier City6,433,5,31,73,324,"3,204",457,"2,597",150,4
,Broussard6,28,0,2,12,14,350,155,192,3,
,Brusly6,0,0,0,0,0,1,1,0,0,0
,Bunkie,48,1,1,7,39,251,44,206,1,0
,Carencro,36,0,0,10,26,265,42,207,16,0
,Clarence6,0,0,0,0,0,0,0,0,0,0
,Clinton6,1,0,0,0,1,4,2,2,0,0
,Cottonport6,11,0,1,1,9,78,25,51,2,1
,Covington6,42,0,8,7,27,385,46,323,16,0
,Denham Springs6,82,1,2,10,69,785,169,615,1,1
,De Quincy,3,1,0,0,2,76,29,43,4,1
,De Ridder6,30,1,1,0,28,287,57,228,2,0
,Epps6,0,0,0,0,0,0,0,0,0,0
,Erath6,17,0,2,0,15,25,10,15,0,0
,Eunice6,123,4,15,17,87,660,224,424,12,
,Farmerville6,28,0,1,1,26,251,47,201,3,1
,Ferriday8,,0,2,4,,220,96,116,8,1
,Fisher,1,1,0,0,0,0,0,0,0,0
,Florien,1,0,0,0,1,0,0,0,0,0
,Folsom6,0,0,0,0,0,19,0,18,1,1
,Franklin6,54,1,0,7,46,316,97,216,3,1
,Franklinton6,29,2,2,5,20,132,36,92,4,0
,French Settlement6,9,0,0,0,9,17,7,10,0,0
,Georgetown,0,0,0,0,0,3,2,1,0,0
,Golden Meadow6,4,0,0,0,4,1,0,0,1,0
,Gonzales,52,0,3,13,36,712,91,594,27,0
,Gramercy6,18,0,0,0,18,91,9,79,3,0
,Greenwood6,2,0,0,1,1,158,29,122,7,0
,Gretna6,42,1,3,13,25,499,107,368,24,7
,Hammond,240,1,7,54,178,"2,152",782,"1,368",2,0
,Harahan6,15,0,1,2,12,143,22,110,11,2
,Haughton6,5,0,1,2,2,15,2,10,3,0
,Houma6,211,4,12,66,129,"1,390",191,"1,136",63,9
,Ida,0,0,0,0,0,0,0,0,0,0
,Independence,17,0,0,1,16,90,28,59,3,0
,Iowa6,84,0,0,0,84,89,17,66,6,0
,Jena,3,0,0,1,2,0,0,0,0,0
,Jennings,43,0,0,4,39,293,62,222,9,2
,Jonesville6,18,1,0,5,12,124,58,65,1,1
,Kenner6,158,1,10,68,79,"2,419",326,"1,958",135,15
,Kentwood6,18,0,0,6,12,162,44,115,3,0
,Killian6,4,0,0,0,4,31,15,16,0,
,Kinder6,7,0,0,0,7,53,2,51,0,0
,Krotz Springs,10,0,0,0,10,22,1,20,1,0
,Lafayette6,814,7,10,248,549,"6,800","1,186","5,208",406,
,Lake Providence,35,0,3,2,30,32,12,20,0,0
,Leesville6,40,4,6,8,22,497,54,425,18,0
,Mamou,18,0,2,3,13,77,10,65,2,0
,Mandeville6,19,0,0,2,17,255,32,219,4,0
,Mansfield6,33,0,1,1,31,286,126,153,7,
,Many6,21,0,0,1,20,165,16,146,3,0
,Marion,3,0,0,0,3,10,4,6,0,0
,Marksville6,90,1,0,12,77,372,73,295,4,0
,Minden6,18,0,0,6,12,280,54,217,9,0
,Monroe8,,10,49,243,,"5,098","1,299","3,660",139,10
,Montgomery6,5,0,0,1,4,5,1,2,2,0
,Montpelier,0,0,0,0,0,0,0,0,0,0
,Moreauville6,6,0,1,0,5,18,2,15,1,0
,Morgan City6,39,0,4,5,30,407,43,351,13,
,Natchitoches,188,2,3,47,136,"1,238",360,854,24,6
,New Orleans,"3,770",150,244,"1,470","1,906","16,382","3,458","10,309","2,615",
,Norwood6,1,0,0,0,1,0,0,0,0,0
,Oil City6,2,0,0,0,2,15,5,10,0,0
,Opelousas6,286,6,12,50,218,"1,174",287,845,42,2
,Patterson,2,0,1,0,1,67,6,61,0,0
,Pearl River6,15,0,1,2,12,87,19,57,11,0
